cohort,winner,rate_delta_per_1k,codex_rate_per_1k,claude_rate_per_1k,codex,claude,total,one_sided,stack
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:gh;effect:process;path:eunomia-bpf/agentsight;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:sed;effect:read;path:bpf/sslsniff.c;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:paper;tool:shell;cmd:sed;effect:read;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:-n;effect:process;path:bpf/sslsniff;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:-n;effect:process;path:no/such;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:30s;effect:process;path://bin;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:6s;effect:process;path:.opencode/bin;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:cargo;effect:test;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:gh;effect:process;path:eunomia-bpf/agentsight;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:read;path:collector/src/analyzers;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:bpf/sslsniff.c;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:codex/fail-binary-path-attach;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:collector/src/runners;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:git;effect:repo;path:collector/vendor/bpf;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:install;effect:process;path:bpf/sslsniff;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:install;effect:process;path:collector/vendor/bpf;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:make;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:ps;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:rg;effect:read;path:.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:rg;effect:read;path:collector/src/runners;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:sed;effect:read;path:collector/src/runners;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:shell;cmd:tmp_mktemp;effect:process;path://bin;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:pr;tool:tool;cmd:write;effect:process;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:-v;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:5s;effect:process;path:bpf/sslsniff;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:agentsight;effect:process;path:target/debug;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:git;effect:read;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:nl;effect:read;path:collector/src/view;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:opencode;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:sed;effect:read;path:bpf/sslsniff.bpf.c;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_trace.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/view;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/tests/real_cli_smoke_test.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:sed;effect:read;path:src/main.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:sqlite3;effect:process;path:tmp/tmp.ofcgznrphn;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:tmp_mktemp;effect:process;path:.opencode/bin;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:tmp_mktemp;effect:process;path:target/debug;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:paper;prompt:session;tool:shell;cmd:tmp_mktemp;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:curl;effect:network;domain:127.0.0.1:7402;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:curl;effect:network;domain:127.0.0.1:7403;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:find;effect:read;path:frontend/dist;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:git;effect:read;path:frontend/src/components;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:nl;effect:read;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:npm;effect:test;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:old_ss;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:python3;effect:write;domain:127.0.0.1:7404;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:python3;effect:write;domain:127.0.0.1:_port;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:python3;effect:write;path://session;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:python3;effect:write;path://status;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rg;effect:read;path:collector/src/server;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rg;effect:read;path:collector/vendor;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rg;effect:read;path:frontend/dist;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rg;effect:read;path:frontend/src;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rustfmt;effect:process;path:collector/src/output;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rustfmt;effect:process;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:shell;cmd:rustfmt;effect:process;path:collector/src/text.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:agent;tool:tool;cmd:write;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:cleanup;tool:shell;cmd:find;effect:read;path://home;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:commit;tool:shell;cmd:rustfmt;effect:process;path:collector/src/output;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:commit;tool:shell;cmd:rustfmt;effect:process;path:collector/src/text.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:commit;tool:shell;cmd:sed;effect:read;path:collector/src/output;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:commit;tool:shell;cmd:wc;effect:read;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:cargo;effect:test;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:python3;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:rg;effect:read;path:collector/src/main.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:rg;effect:read;path:collector/tests;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:rg;effect:read;path:frontend/src/components;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/binary_resolver.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_exec.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/cmd_trace.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:sed;effect:read;path:collector/src/main.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:debug;tool:shell;cmd:sed;effect:read;path:frontend/src/components;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:header;tool:shell;cmd:git;effect:read;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:header;tool:shell;cmd:tmux;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:inspect;tool:shell;cmd:sed;effect:read;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:main;tool:shell;cmd:git;effect:network;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:main;tool:shell;cmd:git;effect:read;path:origin/main;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:main;tool:shell;cmd:git;effect:read;path:origin/master;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:main;tool:shell;cmd:ps;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:main;tool:shell;cmd:rg;effect:read;path:collector/src/server;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:model;tool:shell;cmd:curl;effect:network;domain:127.0.0.1:7401;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:model;tool:shell;cmd:rm;effect:write;path://tmp;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:model;tool:shell;cmd:rm;effect:write;path:collector/target/debug;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:model;tool:shell;cmd:ss;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:paper;tool:shell;cmd:cargo;effect:test;path:collector/cargo.toml;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:paper;tool:shell;cmd:gh;effect:process;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:server;tool:shell;cmd:cat;effect:read;path://tmp;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:server;tool:shell;cmd:git;effect:read;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:plan;cmd:update;effect:process;path:binary/version;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:plan;cmd:update;effect:process;path:code/openclaw;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:agentsight;effect:process;path:collector/target/release;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:cargo;effect:process;path:collector/cargo.toml;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:cargo;effect:process;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:cat;effect:read;path:frontend/package.json;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:find;effect:read;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:gh;effect:process;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:git;effect:repo;path:codex/prune-prompt-detail-fields;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:git;effect:repo;path:collector/src/cli_db.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:git;effect:repo;path:collector/src/cmd_trace.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:lsof;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:node;effect:process;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:node;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:npm;effect:test;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:old_ss;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/cargo.toml;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/cargo.toml;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src/analyzers;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src/output;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src/sinks;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:frontend/src/components;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rg;effect:read;path:readme.md;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rm;effect:write;path://tmp;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rm;effect:write;path:collector/target/debug;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:rustfmt;effect:process;path:collector/src/server;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sed;effect:read;path:frontend/src/app;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:setsid;effect:process;path://dev;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:setsid;effect:process;path://tmp;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:setsid;effect:process;path:collector/target/agentsight-runs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:setsid;effect:process;path:collector/target/debug;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sleep;effect:network;path://tmp;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sleep;effect:network;path:snap/bin;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sleep;effect:network;path:snap/bin;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:sqlite3;effect:process;path:agentsight/sessions;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:stat;effect:process;path:.cargo/bin;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:shell;cmd:stat;effect:process;path:collector/target/debug;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:session;tool:tool;cmd:write;effect:process;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:ssl;tool:shell;cmd:git;effect:read;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:ssl;tool:shell;cmd:python3;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:gh;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:git;effect:read;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:rg;effect:read;path:.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:rg;effect:read;path:collector/src/cmd_trace.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:subagent;tool:shell;cmd:sed;effect:read;path:collector/src/cli_db.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:--signal;effect:process;path://tmp;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:--signal;effect:process;path:claude/versions;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:--signal;effect:process;path:collector/target/debug;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:-n;effect:process;path://tmp;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:-n;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:60s;effect:network;path:snap/bin;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:ls;effect:read;path:claude/versions;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:network;domain:127.0.0.1:7401;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:python3;effect:network;domain:127.0.0.1;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path://tmp;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src/cmd_trace.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src/main.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src/sinks;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path:collector/src/main.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path:collector/src/model.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path:collector/src/output;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:sed;effect:read;path:frontend/src/utils;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path:claude/versions;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path:collector/target/debug;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:set;effect:process;path:tmp/.;status:fail
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:systemctl;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:trace;tool:shell;cmd:tail;effect:read;path://tmp;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:-n;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:gh;effect:process;status:observed
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:read;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;path:codex/fix-ssl-prompt-dedup-expand;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:git;effect:repo;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:python3;effect:process;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:rustfmt;effect:process;path:collector/src/sources;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sed;effect:read;path:collector/src/main.rs;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sed;effect:read;path:frontend/src/components;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:shell;cmd:sed;effect:read;path:readme.md;status:ok
top,codex,0.594,0.594,0.0,2,0,2,True,project:agentsight;session:session;prompt:work;tool:tool;cmd:write;effect:process;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:plan;cmd:update;effect:process;path:plan/tracker;status:observed
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:plan;cmd:update;effect:process;path:tests/verifiers;status:observed
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:20s;effect:process;path:test/qwen3.cu;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:awk;effect:process;path:docs/visexp/out;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:../llama.cpp-latest;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:docs/design/papers;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;path:docs/design/vis;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:find;effect:read;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:git;effect:read;path:docs/design;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:hf;effect:process;path:qwen/qwen2.5-3b-instruct-gguf;status:fail
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:llama-cli;effect:process;path:../llama.cpp-latest;status:observed
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:llama-completion;effect:process;path:../llama.cpp-latest;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:ls;effect:read;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:.html;status:ok
all,codex,0.535,0.535,0.0,2,0,2,True,project:agentsight;session:flamegraph;prompt:design;tool:shell;cmd:rg;effect:read;path:.json;status:ok
